tenure_months,monthly_charges,usage_frequency,support_tickets,auto_renew,cohort_month,start_year,start_month,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,contract_type_Quarterly,contract_type_Yearly,tenure_bucket_6-12,tenure_bucket_12-18,tenure_bucket_18-24
0.9111200007311774,0.273731839704984,1.1483001383261275,-0.4171268849498343,0,2025-04,0.0,-0.7468646208694963,False,True,False,True,False,False,True,False
1.3630708109530245,0.014263443388947951,1.1483001383261275,-0.4171268849498343,1,2025-12,0.0,1.6042985850520746,False,False,True,True,False,False,False,True
0.7604697306572282,-0.37891453178648904,-2.247387413581135,-1.2152627072562237,1,2025-09,0.0,0.7226123828314855,False,True,False,False,False,False,True,False
-0.7460329700822624,0.49190757196149937,-1.1154915629453808,-1.2152627072562237,1,2025-04,0.0,-0.7468646208694963,False,False,True,False,True,True,False,False
0.7604697306572282,-0.4340569092572775,-1.1154915629453808,0.38100893735655506,0,2025-03,0.0,-1.0407600216096926,False,False,True,True,False,False,True,False
1.2124205408790756,1.2124346375798045,-0.7381929460667961,-0.4171268849498343,1,2025-07,0.0,0.1348215813510928,True,False,False,False,True,False,False,True
-0.4447324299343643,0.5990291207535902,1.525598755204712,0.38100893735655506,1,2025-01,0.0,-1.6285508230900854,False,False,True,True,False,True,False,False
0.7604697306572282,0.6310031504808382,-1.1154915629453808,0.38100893735655506,0,2025-04,0.0,-0.7468646208694963,False,False,True,False,False,False,True,False
1.2124205408790756,-0.5043313810107479,-0.3608943291882114,-0.4171268849498343,0,2025-05,0.0,-0.45296922012929997,False,False,True,True,False,False,False,True
1.5137210810269737,-0.2265676842625429,-0.3608943291882114,-0.4171268849498343,1,2025-08,0.0,0.42871698209128917,True,False,False,False,False,False,False,True
1.5137210810269737,-1.2028014956407367,1.902897372083297,-1.2152627072562237,1,2025-11,0.0,1.3104031843118782,False,False,True,True,False,False,False,True
0.7604697306572282,-1.047547918141586,0.01640428769037332,-1.2152627072562237,0,2025-04,0.0,-0.7468646208694963,True,False,False,False,True,False,True,False
-0.7460329700822624,1.3629861518837716,0.01640428769037332,0.38100893735655506,1,2025-12,0.0,1.6042985850520746,True,False,False,False,False,True,False,False
-1.6499345905259568,0.06769597969785164,-1.4927901798239656,3.573552226582112,0,2025-06,0.0,-0.1590738193891036,False,True,False,False,False,False,False,False
0.157868650361432,0.19080454335356603,0.7710015214475427,0.38100893735655506,1,2025-05,0.0,-0.45296922012929997,False,False,False,False,False,False,True,False
1.0617702708051264,0.21858946223419595,-0.7381929460667961,-0.4171268849498343,1,2025-11,0.0,1.3104031843118782,False,False,True,False,True,False,False,True
1.0617702708051264,2.544657378862438,0.393702904568958,2.775416404275723,1,2025-09,0.0,0.7226123828314855,False,False,False,False,True,False,False,True
0.7604697306572282,-0.292054600762735,0.393702904568958,-1.2152627072562237,0,2025-12,0.0,1.6042985850520746,True,False,False,True,False,False,True,False
0.157868650361432,-0.6513777209328507,0.393702904568958,1.9772805819693335,0,2025-10,0.0,1.0165077835716818,False,False,True,False,True,False,True,False
0.6098194605832792,0.559275313739765,-1.8700887967025501,-0.4171268849498343,1,2025-07,0.0,0.1348215813510928,False,False,True,False,False,False,True,False
-0.5953827000083134,-2.5488739503346385,0.01640428769037332,-1.2152627072562237,1,2025-10,0.0,1.0165077835716818,True,False,False,False,False,True,False,False
1.0617702708051264,0.08146020105102535,0.393702904568958,-1.2152627072562237,1,2025-06,0.0,-0.1590738193891036,True,False,False,False,False,False,False,True
0.9111200007311774,-0.36549227866569245,-0.3608943291882114,-1.2152627072562237,1,2025-11,0.0,1.3104031843118782,True,False,False,False,True,False,True,False
-1.6499345905259568,-1.0021516352935413,-0.7381929460667961,-0.4171268849498343,1,2025-01,0.0,-1.6285508230900854,True,False,False,True,False,False,False,False
0.30851892043538104,0.5367909024609785,-1.4927901798239656,0.38100893735655506,1,2025-09,0.0,0.7226123828314855,True,False,False,True,False,False,True,False
1.0617702708051264,0.0712866461378101,3.0347932227190513,-1.2152627072562237,1,2025-08,0.0,0.42871698209128917,True,False,False,False,False,False,False,True
0.45916919050933014,-1.833219932027706,1.1483001383261275,-0.4171268849498343,1,2025-12,0.0,1.6042985850520746,False,False,False,False,False,False,True,False
0.9111200007311774,-0.647359594202421,0.393702904568958,-1.2152627072562237,1,2025-02,0.0,-1.334655422349889,False,True,False,False,True,False,True,False
1.5137210810269737,0.3167343449263904,1.902897372083297,-0.4171268849498343,1,2025-06,0.0,-0.1590738193891036,False,False,True,True,False,False,False,True
0.7604697306572282,0.30656079001317466,-1.4927901798239656,0.38100893735655506,1,2025-07,0.0,0.1348215813510928,False,False,True,False,False,False,True,False
0.9111200007311774,-0.7979111085063881,0.7710015214475427,0.38100893735655506,0,2025-09,0.0,0.7226123828314855,True,False,False,False,False,False,True,False
-0.8966832401562115,0.5699618210015458,0.01640428769037332,-0.4171268849498343,1,2025-07,0.0,0.1348215813510928,False,True,False,True,False,False,False,False
1.0617702708051264,-1.2998349815777055,0.01640428769037332,-1.2152627072562237,1,2025-06,0.0,-0.1590738193891036,False,False,True,False,False,False,False,True
-1.1979837803041096,-0.9756490972843255,-1.1154915629453808,1.9772805819693335,1,2025-02,0.0,-1.334655422349889,False,False,True,True,False,False,False,False
-1.6499345905259568,0.4438610353125331,0.393702904568958,1.9772805819693335,0,2025-12,0.0,1.6042985850520746,False,True,False,True,False,False,False,False
-0.5953827000083134,-0.6906185755981094,-1.1154915629453808,-0.4171268849498343,1,2025-02,0.0,-1.334655422349889,False,True,False,True,False,True,False,False
1.6643713511009226,-0.048402235194134155,-0.7381929460667961,-0.4171268849498343,0,2025-09,0.0,0.7226123828314855,False,False,True,True,False,False,False,True
-1.3486340503780587,-0.40567354596998795,-1.1154915629453808,-0.4171268849498343,0,2025-05,0.0,-0.45296922012929997,True,False,False,False,False,False,False,False
-0.29408215986041525,-0.36087570752860304,1.902897372083297,0.38100893735655506,1,2025-11,0.0,1.3104031843118782,False,False,True,True,False,True,False,False
-0.29408215986041525,-0.7091703522045609,1.1483001383261275,-1.2152627072562237,1,2025-05,0.0,-0.45296922012929997,False,True,False,True,False,True,False,False
0.30851892043538104,-0.6282948652474044,-0.7381929460667961,-0.4171268849498343,1,2025-11,0.0,1.3104031843118782,False,False,True,False,True,False,True,False
-1.4992843204520079,0.03196029941445679,0.393702904568958,-1.2152627072562237,1,2025-06,0.0,-0.1590738193891036,False,False,True,True,False,False,False,False
-1.6499345905259568,-0.7317402555414417,0.393702904568958,-1.2152627072562237,0,2025-10,0.0,1.0165077835716818,False,False,True,False,True,False,False,False
1.6643713511009226,-1.558191981138517,-1.8700887967025501,1.1791447596629443,0,2025-03,0.0,-1.0407600216096926,False,False,True,False,True,False,False,True
1.6643713511009226,0.951940336566637,-0.3608943291882114,0.38100893735655506,0,2025-11,0.0,1.3104031843118782,False,False,True,False,False,False,False,True
0.9111200007311774,0.528327188709649,0.01640428769037332,-0.4171268849498343,0,2025-01,0.0,-1.6285508230900854,True,False,False,True,False,False,True,False
